match_id,player_id,date,average,average_last4,dismissal_rate,dismissal_rate_last4,av_n,dr_n
4600,6916,2018-05-05,,,,,0.0,0.0
4600,6917,2018-05-05,15.0,15.0,48.0,48.0,1.0,1.0
4600,6918,2018-05-05,23.823529411764707,32.0,35.0,35.0,16.0,2.0
4600,6919,2018-05-05,15.541666666666666,17.75,21.333333333333332,21.333333333333332,12.0,1.0
7991,6921,2018-05-05,inf,inf,,,1.0,0.0
7991,6922,2018-05-05,16.235294117647058,17.857142857142858,7.0,7.0,17.0,1.0
7991,6923,2018-05-05,26.0,26.0,60.0,60.0,1.0,1.0
7991,6940,2018-05-05,,,,,0.0,0.0
7991,6949,2018-05-05,10.333333333333334,10.333333333333334,,,2.0,0.0
7991,6952,2018-05-05,28.0625,19.8,35.666666666666664,35.666666666666664,23.0,2.0
7991,6954,2018-05-05,3.75,3.75,,,2.0,0.0
7991,6955,2018-05-05,18.153846153846153,10.0,,,15.0,0.0
7991,6956,2018-05-05,,,,,0.0,0.0
7991,6957,2018-05-05,9.818181818181818,9.818181818181818,12.272727272727273,12.272727272727273,3.0,2.0
15971,6993,2018-05-05,,,,,0.0,0.0
15971,7199,2018-05-05,,,,,0.0,0.0
15971,7203,2018-05-05,16.38888888888889,16.428571428571427,12.333333333333334,12.333333333333334,19.0,1.0
13035,7227,2018-05-05,23.6,23.6,,,4.0,0.0
13035,7229,2018-05-05,23.333333333333332,19.5,,,20.0,0.0
3317,7260,2018-05-05,14.0,19.428571428571427,,,9.0,0.0
15971,7268,2018-05-05,30.0,30.0,,,2.0,0.0
15971,7309,2018-05-05,27.5,17.333333333333332,25.0,25.0,23.0,1.0
15971,7310,2018-05-05,inf,inf,,,3.0,0.0
15971,7311,2018-05-05,32.12,30.0,63.0,63.0,20.0,1.0
15971,7312,2018-05-05,15.807017543859649,10.857142857142858,21.5,21.5,25.0,1.0
15971,7313,2018-05-05,19.43103448275862,10.083333333333334,18.666666666666668,18.666666666666668,25.0,1.0
15971,7315,2018-05-05,,,,,0.0,0.0
7991,7332,2018-05-05,,,,,0.0,0.0
7991,7333,2018-05-05,,,,,0.0,0.0
13212,7571,2018-05-05,25.346153846153847,17.571428571428573,9.333333333333334,9.333333333333334,20.0,1.0
13212,7572,2018-05-05,,,,,0.0,0.0
13212,7573,2018-05-05,21.1,26.5,36.0,36.0,15.0,1.0
13212,7574,2018-05-05,26.541666666666668,21.75,30.5,30.5,20.0,1.0
13212,7575,2018-05-05,,,,,0.0,0.0
14702,7578,2018-05-05,13.966666666666667,18.833333333333332,23.4,23.4,18.0,2.0
14702,7579,2018-05-05,18.724137931034484,22.833333333333332,54.5,54.5,16.0,2.0
14702,7580,2018-05-05,55.0,55.0,,,4.0,0.0
14702,7581,2018-05-05,29.5,39.5,,,9.0,0.0
14702,7582,2018-05-05,inf,inf,,,1.0,0.0
14702,7583,2018-05-05,inf,inf,,,1.0,0.0
14702,7584,2018-05-05,26.0,13.666666666666666,,,15.0,0.0
14702,7585,2018-05-05,31.0,34.0,24.75,24.75,10.0,2.0
14702,7586,2018-05-05,20.347826086956523,57.0,49.5,49.5,30.0,2.0
14702,7587,2018-05-05,19.833333333333332,10.875,61.5,61.5,18.0,2.0
14819,7588,2018-05-05,36.5,55.0,inf,inf,9.0,1.0
14819,7589,2018-05-05,inf,inf,,,1.0,0.0
14819,7590,2018-05-05,18.96153846153846,14.625,61.0,61.0,16.0,1.0
14819,7591,2018-05-05,49.666666666666664,17.25,30.0,30.0,12.0,1.0
14819,7593,2018-05-05,7.0,7.0,,,2.0,0.0
14819,7594,2018-05-05,19.541666666666668,16.333333333333332,24.0,24.0,19.0,2.0
14819,7595,2018-05-05,27.235294117647058,53.0,inf,inf,26.0,1.0
14819,7596,2018-05-05,28.714285714285715,19.142857142857142,21.5,21.5,29.0,2.0
14819,7597,2018-05-05,19.724137931034484,46.333333333333336,37.5,37.5,37.0,2.0
14819,7598,2018-05-05,,,,,0.0,0.0
14819,7599,2018-05-05,43.333333333333336,59.5,36.0,36.0,16.0,1.0
14819,7600,2018-05-05,,,,,0.0,0.0
14819,7601,2018-05-05,,,,,0.0,0.0
14819,7602,2018-05-05,,,,,0.0,0.0
14819,7603,2018-05-05,9.333333333333334,9.333333333333334,20.666666666666668,20.666666666666668,1.0,1.0
14819,7604,2018-05-05,17.25,17.25,31.0,31.0,2.0,1.0
14819,7605,2018-05-05,24.90625,30.0,inf,inf,25.0,1.0
14819,7606,2018-05-05,17.615384615384617,19.6,60.0,60.0,9.0,1.0
3317,7607,2018-05-05,20.0,20.0,inf,inf,2.0,1.0
3317,7608,2018-05-05,,,,,0.0,0.0
3317,7609,2018-05-05,inf,inf,,,1.0,0.0
3317,7610,2018-05-05,38.0,33.0,,,5.0,0.0
3317,7611,2018-05-05,16.566666666666666,13.416666666666666,29.0,29.0,26.0,1.0
3317,7612,2018-05-05,28.655172413793103,52.0,61.0,61.0,27.0,1.0
